Id,SalePrice
1928,174399.02
1929,109471.78
1930,118466.59
1931,146744.66
1932,136839.52
1933,187719.31
1934,190690.08
1935,184634.77
1936,194760.64
1937,188915.2
1938,179536.88
1939,233189.3
1940,183758.45
1941,180264.45
1942,182863.6
1943,205656.67
1944,316050.44
1945,329002.47
1946,145869.72
1947,270881.97
1948,184741.83
1949,242633.23
1950,195922.38
1951,256889.45
1952,217302.73
1953,194920.19
1954,195976.0
1955,129297.51
1956,297196.2
1957,163141.08
1958,290821.28
1959,139887.23
1960,89654.086
1961,121822.53
1962,92451.2
1963,112337.66
1964,106680.766
1965,131083.45
1966,124000.414
1967,290699.12
1968,373646.9
1969,341525.62
1970,363546.16
1971,398967.12
1972,346080.53
1973,276317.1
1974,312683.12
1975,418923.2
1976,285473.2
1977,349010.12
1978,321143.2
1979,307433.94
1980,207354.42
1981,325972.0
1982,228249.8
1983,211125.11
1984,180587.05
1985,240040.17
1986,229136.42
1987,193978.69
1988,194485.2
1989,206793.39
1990,225860.27
1991,237678.0
1992,236859.05
1993,184496.7
1994,226441.48
1995,195343.95
1996,282497.7
1997,291080.62
1998,306302.94
1999,282920.72
2000,295295.9
2001,285718.62
2002,251584.84
2003,263538.22
2004,290860.5
2005,226108.02
2006,215232.56
2007,257936.8
2008,227286.53
2009,206094.77
2010,202513.64
2011,144128.06
2012,180290.17
2013,178663.92
2014,192256.2
2015,200658.45
2016,200957.95
2017,197095.55
2018,116050.23
2019,139349.56
2020,82639.94
2021,82976.93
2022,203946.0
2023,137152.3
2024,285393.2
2025,335801.94
2026,172274.73
2027,164653.38
2028,155598.06
2029,171960.78
2030,255804.61
2031,233694.2
2032,235653.58
2033,240581.23
2034,171107.8
2035,236533.8
2036,213054.27
2037,213102.7
2038,272914.9
2039,208370.05
2040,309456.38
2041,278642.22
2042,211022.61
2043,178378.17
2044,185280.67
2045,200363.56
2046,132113.47
2047,138153.53
2048,147843.19
2049,145135.45
2050,158341.23
2051,99704.47
2052,120994.25
2053,148484.58
2054,66463.16
2055,159407.72
2056,149326.06
2057,103108.15
2058,234494.31
2059,142353.22
2060,188535.55
2061,185940.52
2062,116093.484
2063,100877.0
2064,140145.11
2065,109241.36
2066,182516.52
2067,137759.4
2068,142461.9
2069,77143.55
2070,96595.766
2071,101858.664
2072,171713.19
2073,131377.22
2074,190045.89
2075,151066.05
2076,121978.28
2077,148754.84
2078,110800.02
2079,134240.47
2080,103252.11
2081,105270.9
2082,131537.77
2083,138888.03
2084,93176.94
2085,99415.375
2086,133383.84
2087,124703.586
2088,104407.33
2089,61580.598
2090,129637.36
2091,100400.81
2092,149168.72
2093,127481.64
2094,118510.73
2095,139557.16
2096,73674.77
2097,101592.18
2098,146165.67
2099,39572.965
2100,80313.46
2101,126166.33
2102,123123.15
2103,94387.766
2104,124215.81
2105,142649.33
2106,49121.355
2107,215953.9
2108,117158.36
2109,104113.12
2110,129144.65
2111,137278.61
2112,136371.11
2113,108208.734
2114,111767.02
2115,153661.92
2116,123297.23
2117,159256.89
2118,108806.27
2119,103396.914
2120,121373.625
2121,97302.14
2122,115488.78
2123,83552.06
2124,161303.8
2125,144844.55
2126,167869.11
2127,172474.77
2128,125304.336
2129,82843.33
2130,126481.336
2131,158353.47
2132,120961.484
2133,129645.69
2134,127344.336
2135,105052.78
2136,52860.453
2137,109754.66
2138,129077.586
2139,148345.17
2140,138606.17
2141,145238.44
2142,121123.12
2143,145423.23
2144,99890.2
2145,145043.33
2146,171731.22
2147,167452.06
2148,141584.67
2149,142430.5
2150,230747.61
2151,103689.24
2152,176572.67
2153,189621.05
2154,95563.91
2155,140425.33
2156,253291.06
2157,250388.89
2158,233090.27
2159,213004.8
2160,198823.0
2161,250578.95
2162,371361.9
2163,340266.94
2164,246725.95
2165,195821.03
2166,163912.33
2167,225307.48
2168,197831.08
2169,195926.11
2170,216141.23
2171,157384.19
2172,143407.33
2173,179287.02
2174,232476.14
2175,281045.6
2176,289545.84
2177,237951.23
2178,223021.78
2179,146871.89
2180,225645.1
2181,196621.19
2182,227944.95
2183,194665.73
2184,119051.74
2185,120432.555
2186,158521.52
2187,155440.45
2188,155573.78
2189,310527.2
2190,61621.32
2191,61075.715
2192,73316.36
2193,112110.06
2194,115286.72
2195,90291.19
2196,85509.0
2197,115953.57
2198,162384.38
2199,192312.05
2200,148103.66
2201,147682.9
2202,182409.89
2203,145933.73
2204,165333.4
2205,102676.84
2206,143430.53
2207,208970.84
2208,252995.83
2209,228932.33
2210,118637.18
2211,116763.8
2212,112005.07
2213,98304.88
2214,136150.9
2215,97696.27
2216,146183.78
2217,59696.293
2218,60418.44
2219,61746.44
2220,51559.953
2221,289207.06
2222,272085.78
2223,295873.2
2224,229209.69
2225,125813.24
2226,204514.47
2227,216575.67
2228,274277.44
2229,253671.56
2230,156266.89
2231,220217.72
2232,202708.53
2233,195751.84
2234,255291.48
2235,228368.33
2236,264291.66
2237,325394.47
2238,220022.34
2239,108149.18
2240,166428.84
2241,155617.17
2242,129175.61
2243,128552.23
2244,104001.45
2245,93902.62
2246,124387.414
2247,132158.11
2248,117717.555
2249,113233.23
2250,121195.94
2251,104100.01
2252,201373.56
2253,163612.36
2254,180624.62
2255,207894.02
2256,171270.62
2257,217276.52
2258,158781.72
2259,186963.92
2260,159243.38
2261,191276.98
2262,199942.2
2263,334522.47
2264,414142.44
2265,185343.3
2266,270162.84
2267,348259.62
2268,353072.8
2269,160281.2
2270,202926.33
2271,220741.95
2272,220843.45
2273,164451.84
2274,202876.45
2275,184910.0
2276,183631.52
2277,191480.81
2278,159991.14
2279,114583.3
2280,99743.11
2281,178354.73
2282,191367.45
2283,109737.35
2284,110024.875
2285,124442.34
2286,118020.9
2287,329271.56
2288,280800.7
2289,330219.75
2290,380775.25
2291,311728.12
2292,375946.16
2293,395205.06
2294,346431.78
2295,413749.88
2296,275638.5
2297,321940.44
2298,325747.16
2299,338645.28
2300,312955.97
2301,301421.2
2302,257566.7
2303,244571.92
2304,246511.16
2305,210625.84
2306,205436.17
2307,217724.27
2308,224025.66
2309,274287.03
2310,219377.34
2311,223927.55
2312,188696.92
2313,184638.2
2314,178781.61
2315,194024.1
2316,211066.42
2317,197260.39
2318,189336.94
2319,191360.53
2320,184910.66
2321,246930.86
2322,199309.94
2323,187650.42
2324,199507.83
2325,220846.81
2326,184542.61
2327,209952.67
2328,229409.11
2329,200740.98
2330,199246.98
2331,332919.94
2332,339965.06
2333,298870.53
2334,257095.2
2335,273620.8
2336,299609.25
2337,198510.7
2338,267404.5
2339,231558.92
2340,362079.44
2341,235318.64
2342,235570.67
2343,242931.77
2344,219945.61
2345,233145.2
2346,209327.0
2347,200177.75
2348,236754.44
2349,192974.23
2350,299460.12
2351,251304.5
2352,253036.95
2353,265675.47
2354,144413.3
2355,145664.75
2356,161432.11
2357,200834.3
2358,193071.84
2359,131069.945
2360,107547.766
2361,156456.08
2362,259095.7
2363,130091.56
2364,178515.7
2365,223410.73
2366,195697.38
2367,211417.9
2368,218437.47
2369,208344.03
2370,180890.11
2371,160902.25
2372,194426.64
2373,280826.16
2374,303090.56
2375,231205.67
2376,296867.03
2377,307826.56
2378,151123.19
2379,226213.61
2380,141382.3
2381,186975.17
2382,220126.08
2383,209959.02
2384,252769.12
2385,168864.17
2386,125153.766
2387,125174.11
2388,104571.56
2389,122955.984
2390,145826.14
2391,147285.52
2392,104907.48
2393,171540.4
2394,136705.03
2395,219569.72
2396,138308.12
2397,223551.58
2398,140736.0
2399,54767.527
2400,56333.0
2401,113056.57
2402,139048.17
2403,144562.36
2404,154656.73
2405,173294.64
2406,137926.25
2407,121912.85
2408,150606.03
2409,112287.75
2410,190423.88
2411,104434.93
2412,152732.17
2413,118815.37
2414,149468.2
2415,137213.58
2416,117115.5
2417,120480.97
2418,128802.41
2419,126007.91
2420,122892.57
2421,141563.56
2422,103760.445
2423,133578.73
2424,164702.7
2425,255660.11
2426,158643.83
2427,130777.73
2428,196406.42
2429,94402.21
2430,127224.76
2431,110704.83
2432,144424.28
2433,144502.28
2434,136917.1
2435,160954.28
2436,100615.24
2437,86803.06
2438,113635.96
2439,114914.31
2440,124436.41
2441,104990.53
2442,100121.68
2443,140884.05
2444,150958.12
2445,76058.45
2446,141984.86
2447,207300.28
2448,136759.2
2449,109740.46
2450,163044.03
2451,139782.22
2452,202052.08
2453,84005.99
2454,133989.55
2455,146142.45
2456,123710.11
2457,127253.664
2458,122989.63
2459,101035.69
2460,161181.58
2461,119268.94
2462,135502.17
2463,121311.62
2464,181704.16
2465,136940.7
2466,108727.91
2467,159393.75
2468,84055.96
2469,73723.945
2470,210558.47
2471,214221.78
2472,176514.2
2473,111002.26
2474,68234.05
2475,223323.55
2476,91120.14
2477,105033.4
2478,159938.14
2479,95159.42
2480,151006.97
2481,120129.05
2482,121007.47
2483,91695.53
2484,132522.9
2485,115156.66
2486,154598.8
2487,227593.72
2488,169471.1
2489,159243.62
2490,146727.39
2491,91130.1
2492,198050.72
2493,167103.02
2494,153566.08
2495,74185.14
2496,252778.98
2497,146926.94
2498,100276.98
2499,85709.49
2500,121396.625
2501,127556.38
2502,154668.88
2503,94443.84
2504,200042.52
2505,227274.6
2506,268270.6
2507,287084.12
2508,266229.97
2509,231040.3
2510,228690.83
2511,183715.2
2512,211157.67
2513,232825.56
2514,248255.52
2515,150950.92
2516,186175.67
2517,151729.84
2518,160195.8
2519,228459.14
2520,223049.02
2521,192057.92
2522,235367.45
2523,109833.91
2524,142802.4
2525,147399.44
2526,139887.83
2527,100190.65
2528,115966.35
2529,143371.67
2530,129009.55
2531,256579.02
2532,232210.58
2533,213191.45
2534,239711.45
2535,278751.47
2536,241952.47
2537,236979.3
2538,192332.12
2539,196263.98
2540,194687.16
2541,194953.48
2542,171346.97
2543,124043.81
2544,109046.766
2545,144863.77
2546,131612.89
2547,151929.33
2548,157510.06
2549,176293.39
2550,636233.5
2551,142160.86
2552,130731.27
2553,55506.184
2554,82149.24
2555,114575.69
2556,83929.445
2557,105589.336
2558,181331.34
2559,120450.695
2560,170827.78
2561,140205.19
2562,137671.3
2563,135835.67
2564,196338.72
2565,167198.95
2566,164931.55
2567,125569.6
2568,221580.95
2569,220093.12
2570,116840.19
2571,193976.4
2572,146446.78
2573,230008.39
2574,251844.2
2575,130347.8
2576,137236.52
2577,163215.73
2578,70266.83
2579,43263.03
2580,104561.31
2581,147252.83
2582,126572.05
2583,282464.38
2584,174982.78
2585,215815.39
2586,224117.42
2587,208063.88
2588,137048.9
2589,146256.31
2590,232155.98
2591,267514.53
2592,220074.78
2593,274425.62
2594,173230.0
2595,206862.1
2596,311081.84
2597,209781.98
2598,283094.38
2599,317732.56
2600,205544.23
2601,144891.5
2602,69073.68
2603,88792.45
2604,84321.67
2605,67190.09
2606,150153.28
2607,241658.62
2608,223393.34
2609,178079.66
2610,98333.914
2611,132064.25
2612,164717.33
2613,124731.86
2614,109295.016
2615,160391.72
2616,167800.6
2617,208739.44
2618,244490.98
2619,221478.17
2620,205648.05
2621,180361.77
2622,193393.92
2623,236433.45
2624,304082.25
2625,267917.72
2626,184219.03
2627,158072.47
2628,383602.56
2629,398871.12
2630,325239.06
2631,390841.38
2632,358454.06
2633,281578.12
2634,370330.06
2635,159621.86
2636,189731.81
2637,192545.11
2638,261205.83
2639,190206.3
2640,158107.4
2641,98369.57
2642,191592.02
2643,115284.29
2644,126376.31
2645,104229.73
2646,91985.92
2647,110749.266
2648,136431.73
2649,150721.52
2650,115642.2
2651,134577.78
2652,349269.75
2653,257863.48
2654,262762.34
2655,367325.97
2656,315819.25
2657,321533.94
2658,289378.25
2659,292634.3
2660,330739.0
2661,326131.88
2662,341551.38
2663,285081.06
2664,265401.78
2665,320665.25
2666,283180.3
2667,191386.69
2668,190933.69
2669,192445.44
2670,274757.7
2671,199091.38
2672,208169.22
2673,207608.58
2674,216254.48
2675,178076.53
2676,204994.08
2677,207005.58
2678,251399.69
2679,279374.75
2680,276142.66
2681,355135.72
2682,307755.6
2683,429257.12
2684,301174.97
2685,309868.78
2686,263618.66
2687,294485.25
2688,215553.31
2689,201594.62
2690,359016.2
2691,191149.73
2692,142163.14
2693,210312.75
2694,138263.72
2695,207898.48
2696,193334.14
2697,195856.62
2698,209982.12
2699,171168.61
2700,149251.72
2701,155501.5
2702,119639.266
2703,128461.47
2704,149801.86
2705,96105.83
2706,87266.84
2707,126175.71
2708,116104.49
2709,96962.33
2710,119381.945
2711,300192.75
2712,365886.5
2713,176573.45
2714,149691.88
2715,178510.61
2716,149178.97
2717,202907.42
2718,221046.48
2719,153542.47
2720,191427.48
2721,128844.73
2722,165650.78
2723,157510.58
2724,114647.664
2725,122104.83
2726,142926.31
2727,187789.14
2728,185875.92
2729,145267.58
2730,140121.61
2731,123025.04
2732,124837.125
2733,176687.08
2734,154336.62
2735,128881.195
2736,144078.36
2737,107876.59
2738,127523.31
2739,161985.16
2740,144055.72
2741,136814.14
2742,178201.7
2743,157781.58
2744,171844.64
2745,151016.62
2746,130376.03
2747,155436.58
2748,111658.33
2749,133783.78
2750,113458.36
2751,133403.14
2752,221895.31
2753,173615.7
2754,282862.44
2755,133759.22
2756,96402.28
2757,75412.43
2758,82627.17
2759,163381.12
2760,132848.3
2761,148297.45
2762,136003.5
2763,214123.3
2764,160050.8
2765,285358.62
2766,121401.06
2767,73736.836
2768,114837.625
2769,127605.17
2770,144432.9
2771,94009.875
2772,102470.66
2773,172491.77
2774,138676.53
2775,127214.016
2776,146745.34
2777,156420.4
2778,110233.766
2779,121578.38
2780,94492.54
2781,80703.17
2782,82138.06
2783,89311.46
2784,121988.15
2785,142436.83
2786,52111.508
2787,110527.32
2788,63247.598
2789,183833.64
2790,95703.02
2791,111419.38
2792,57559.605
2793,155746.64
2794,87549.38
2795,112897.51
2796,85599.78
2797,202458.86
2798,123114.72
2799,117264.44
2800,66669.98
2801,97476.32
2802,118491.08
2803,160543.69
2804,137163.1
2805,101806.125
2806,65351.055
2807,161705.45
2808,162118.4
2809,106637.41
2810,118666.305
2811,181441.55
2812,176623.69
2813,159987.73
2814,156066.36
2815,107607.19
2816,223583.6
2817,166435.05
2818,122452.52
2819,187175.11
2820,144362.3
2821,116808.695
2822,196904.69
2823,318374.66
2824,184506.9
2825,189921.2
2826,135859.97
2827,127948.93
2828,236618.78
2829,220356.06
2830,240455.22
2831,192537.95
2832,250070.78
2833,287413.56
2834,224115.16
2835,232415.39
2836,211865.83
2837,166917.36
2838,150164.95
2839,190445.23
2840,204272.17
2841,204224.11
2842,238063.33
2843,146567.52
2844,177082.83
2845,112170.016
2846,216636.73
2847,219814.33
2848,214013.72
2849,203921.36
2850,278018.56
2851,219641.0
2852,241596.42
2853,244152.64
2854,150498.31
2855,209871.89
2856,207445.9
2857,192461.08
2858,213507.2
2859,110738.766
2860,138369.62
2861,130228.51
2862,217493.27
2863,131932.06
2864,251443.42
2865,144150.31
2866,159303.7
2867,79792.1
2868,114442.35
2869,103109.336
2870,138721.73
2871,90529.36
2872,15613.918
2873,97160.71
2874,136568.02
2875,104699.14
2876,169447.52
2877,121087.164
2878,146435.23
2879,136571.77
2880,86258.91
2881,135863.66
2882,164627.78
2883,190865.33
2884,203131.95
2885,172841.72
2886,245674.48
2887,102355.04
2888,136182.92
2889,48253.18
2890,68641.64
2891,141349.73
2892,45839.816
2893,70681.055
2894,38826.31
2895,306820.06
2896,276448.75
2897,210389.2
2898,145095.89
2899,211407.36
2900,169682.72
2901,211171.14
2902,194641.78
2903,316497.75
2904,330585.3
2905,80495.5
2906,216670.23
2907,111704.516
2908,120671.305
2909,142172.45
2910,63230.285
2911,71743.53
2912,155552.08
2913,69841.09
2914,65259.848
2915,75797.35
2916,75024.62
2917,198428.34
2918,107003.016
2919,239438.31
